1 1 10 1 3 0 0 0 0 0
1 1 10 2 3 0 0 0 0 0
1 1 15 3 3 0 0 0 0 0
1 1 15 4 3 0 0 0 0 0
1 1 20 5 3 0 0 0 0 0
1 1 20 6 3 0 0 0 0 0
1 1 25 7 3 0 0 0 0 0
1 1 25 8 3 0 0 0 0 0
0 0 30 4 0 0 0 0 1 100
1 2 35 1 3 0 0 0 0 0
1 2 35 5 3 0 0 0 0 0
1 2 40 3 3 0 0 0 0 0
1 2 40 7 3 0 0 0 0 0
1 2 45 2 3 0 0 0 0 0
1 2 45 6 3 0 0 0 0 0
1 2 50 4 3 0 0 0 0 0
1 2 50 8 3 0 0 0 0 0
1 2 55 5 3 0 0 0 0 0
0 0 60 1 0 0 0 0 1 100
1 3 65 1 0 1 0 0 0 0
1 3 65 3 0 1 0 0 0 0
1 3 65 5 0 1 0 0 0 0
1 3 65 7 0 1 0 0 0 0
1 3 70 1 0 2 0 0 0 0
1 3 70 2 3 0 0 0 0 0
1 3 75 3 0 2 0 0 0 0
1 3 75 4 3 0 0 0 0 0
1 3 80 5 0 2 0 0 0 0
1 3 80 6 3 0 0 0 0 0
1 3 85 7 0 2 0 0 0 0
1 3 85 8 3 0 0 0 0 0
0 0 90 0 0 0 0 0 2 0
0 0 90 2 0 0 0 0 1 100
2 4 95 1 0 0 1 0 0 0
2 4 100 2 4 2 0 0 0 0
2 4 103 1 4 2 0 0 0 0
0 0 100 2 0 0 0 0 1 100
2 4 105 5 4 2 0 0 0 0
2 4 108 6 4 2 0 0 0 0
2 4 110 3 4 2 0 0 0 0
2 4 113 4 4 2 0 0 0 0
0 0 110 2 0 0 0 0 1 100
2 4 115 7 4 2 0 0 0 0
2 4 118 8 4 2 0 0 0 0
2 4 120 1 0 0 1 0 0 0
2 4 120 3 0 0 1 0 0 0
2 4 120 5 0 0 1 0 0 0
2 4 120 7 0 0 1 0 0 0
0 0 120 2 0 0 0 0 1 100
0 0 120 1 0 0 0 0 1 100
2 5 125 7 0 0 0 1 0 0
0 0 130 1 0 0 0 0 4 1
2 5 130 6 0 0 0 1 0 0
2 5 135 1 5 0 0 1 0 0
2 5 135 2 5 0 0 0 0 0
2 5 140 3 5 0 0 0 0 0
2 5 140 4 5 0 0 0 0 0
0 0 145 3 0 0 0 0 1 100
2 5 145 7 5 0 0 0 0 0
2 5 145 8 5 0 0 0 0 0
2 5 150 5 5 0 0 0 0 0
2 5 150 6 5 0 0 0 0 0
2 5 155 1 0 0 0 1 0 0
0 0 160 0 0 0 0 0 4 1
0 0 160 0 0 0 0 0 3 100
2 6 165 1 8 3 0 0 0 0
2 6 165 2 8 3 0 0 0 0
2 6 170 5 8 3 0 0 0 0
2 6 170 6 8 3 0 0 0 0
0 0 170 4 0 0 0 0 1 100
0 0 180 1 0 0 0 0 1 100
0 0 180 3 0 0 0 0 1 100
3 7 190 3 7 6 0 0 0 0
3 7 190 4 7 6 0 0 0 0
3 7 195 5 7 6 0 0 0 0
3 7 195 1 7 6 0 0 0 0
3 7 200 2 7 0 0 1 0 0
3 7 203 7 7 6 0 0 0 0
3 7 203 8 7 6 0 0 0 0
0 0 210 1 0 0 0 0 1 100
0 0 210 2 0 0 0 0 1 100
0 0 210 3 0 0 0 0 1 100
0 0 210 4 0 0 0 0 1 100
0 0 210 0 0 0 0 0 2 0
3 8 215 3 7 3 0 0 0 0
3 8 215 4 7 3 0 1 0 0
3 8 215 5 7 3 0 0 0 0
3 8 215 6 7 3 0 0 0 0
3 8 215 7 7 3 0 0 0 0
3 8 215 8 7 3 0 1 0 0
0 0 220 0 0 0 0 0 4 0
0 0 220 1 0 0 0 0 1 100
0 0 220 2 0 0 0 0 1 100
0 0 220 3 0 0 0 0 1 100
0 0 220 4 0 0 0 0 1 100
3 8 225 1 5 3 0 0 0 0
3 8 225 5 5 3 0 0 0 0
3 8 225 3 5 3 0 0 0 0
3 8 225 7 5 3 0 0 0 0
0 0 220 3 0 0 0 0 1 100
0 0 220 4 0 0 0 0 1 100
3 8 230 8 5 0 0 0 0 0
3 8 230 4 0 0 1 0 0 0
3 8 230 6 5 0 0 0 0 0
3 8 230 2 0 0 1 0 0 0
3 8 235 7 5 0 0 0 0 0
3 8 235 5 0 0 1 0 0 0
3 8 235 3 5 0 0 0 0 0
3 8 235 1 0 0 1 0 0 0
0 0 240 1 0 0 0 0 1 100
0 0 240 2 0 0 0 0 1 100
0 0 240 3 0 0 0 0 1 100
0 0 240 4 0 0 0 0 1 100
0 0 240 0 0 0 0 0 3 0
3 9 241 1 5 0 0 0 0 0
3 9 242 2 5 2 0 0 0 0
3 9 243 3 5 0 0 0 0 0
3 9 244 4 5 2 0 0 0 0
3 9 245 5 5 0 0 0 0 0
3 9 246 6 5 2 0 0 0 0
3 9 247 7 5 0 0 0 0 0
3 9 248 8 5 2 0 0 0 0
3 9 249 1 5 0 0 0 0 0
0 0 250 1 0 0 0 0 1 100
0 0 250 2 0 0 0 0 1 100
0 0 250 3 0 0 0 0 1 100
0 0 250 4 0 0 0 0 1 100
3 9 250 2 5 2 0 0 0 0
3 9 251 3 5 0 0 0 0 0
3 9 252 4 5 2 0 0 0 0
3 9 253 5 5 0 0 0 0 0
3 9 254 6 5 2 0 0 0 0
3 9 255 7 5 0 0 0 0 0
3 9 256 8 5 2 0 0 0 0
3 9 257 1 5 0 1 0 0 0
3 9 258 2 5 2 0 0 0 0
3 9 259 3 5 0 1 0 0 0
0 0 260 1 0 0 0 0 1 100
0 0 260 2 0 0 0 0 1 100
0 0 260 3 0 0 0 0 1 100
0 0 260 4 0 0 0 0 1 100
3 9 260 4 5 2 0 0 0 0
3 9 261 5 5 0 1 0 0 0
3 9 262 6 5 2 0 0 0 0
3 9 263 7 5 0 1 0 0 0
3 9 264 8 5 2 0 0 0 0
3 9 265 1 5 0 1 0 0 0
3 9 266 2 5 2 0 1 0 0
3 9 267 3 5 0 0 1 0 0
3 9 268 4 5 2 0 1 0 0
3 9 269 5 5 0 0 1 0 0    
